respondent_id,h1n1_vaccine,seasonal_vaccine
39587,0.12,0.72
39588,0.20,0.41
39589,0.08,0.40
39590,0.03,0.09
39591,0.04,0.05
39592,0.09,0.11
39593,0.39,0.67
39594,0.36,0.78
39595,0.24,0.69
39596,0.16,0.84
39597,0.23,0.14
39598,0.05,0.07
39599,0.75,0.81
39600,0.07,0.11
39601,0.11,0.20
39602,0.23,0.41
39603,0.57,0.73
39604,0.07,0.34
39605,0.56,0.33
39606,0.18,0.66
39607,0.08,0.18
39608,0.30,0.74
39609,0.22,0.59
39610,0.54,0.33
39611,0.82,0.84
39612,0.08,0.12
39613,0.03,0.04
39614,0.46,0.75
39615,0.43,0.81
39616,0.21,0.38
39617,0.65,0.69
39618,0.58,0.84
39619,0.56,0.79
39620,0.39,0.86
39621,0.14,0.53
39622,0.37,0.54
39623,0.06,0.08
39624,0.16,0.30
39625,0.14,0.41
39626,0.15,0.16
39627,0.20,0.41
39628,0.74,0.87
39629,0.17,0.67
39630,0.24,0.33
39631,0.11,0.76
39632,0.05,0.11
39633,0.10,0.83
39634,0.70,0.88
39635,0.08,0.13
39636,0.40,0.75
39637,0.11,0.19
39638,0.26,0.59
39639,0.43,0.70
39640,0.38,0.65
39641,0.62,0.76
39642,0.18,0.59
39643,0.61,0.87
39644,0.41,0.45
39645,0.07,0.16
39646,0.20,0.42
39647,0.15,0.92
39648,0.35,0.75
39649,0.08,0.14
39650,0.30,0.41
39651,0.07,0.11
39652,0.18,0.82
39653,0.21,0.67
39654,0.30,0.23
39655,0.10,0.12
39656,0.33,0.83
39657,0.08,0.19
39658,0.39,0.50
39659,0.55,0.85
39660,0.04,0.05
39661,0.19,0.21
39662,0.07,0.10
39663,0.19,0.44
39664,0.16,0.65
39665,0.15,0.37
39666,0.37,0.62
39667,0.18,0.22
39668,0.71,0.86
39669,0.59,0.76
39670,0.03,0.14
39671,0.26,0.49
39672,0.26,0.38
39673,0.19,0.31
39674,0.34,0.66
39675,0.08,0.15
39676,0.38,0.27
39677,0.79,0.73
39678,0.11,0.19
39679,0.78,0.91
39680,0.21,0.11
39681,0.16,0.23
39682,0.16,0.11
39683,0.18,0.45
39684,0.14,0.38
39685,0.65,0.66
39686,0.11,0.16
39687,0.36,0.78
39688,0.31,0.33
39689,0.61,0.80
39690,0.14,0.34
39691,0.11,0.57
39692,0.11,0.68
39693,0.31,0.73
39694,0.22,0.46
39695,0.42,0.72
39696,0.29,0.88
39697,0.15,0.43
39698,0.25,0.82
39699,0.07,0.09
39700,0.19,0.23
39701,0.03,0.12
39702,0.19,0.88
39703,0.89,0.94
39704,0.21,0.42
39705,0.26,0.30
39706,0.20,0.28
39707,0.03,0.19
39708,0.08,0.13
39709,0.19,0.27
39710,0.73,0.82
39711,0.33,0.51
39712,0.09,0.29
39713,0.46,0.76
39714,0.05,0.10
39715,0.45,0.71
39716,0.11,0.21
39717,0.30,0.43
39718,0.18,0.87
39719,0.07,0.22
39720,0.22,0.15
39721,0.13,0.41
39722,0.20,0.78
39723,0.15,0.41
39724,0.16,0.60
39725,0.41,0.67
39726,0.04,0.07
39727,0.18,0.79
39728,0.13,0.44
39729,0.11,0.17
39730,0.11,0.57
39731,0.11,0.16
39732,0.06,0.18
39733,0.08,0.14
39734,0.21,0.40
39735,0.23,0.52
39736,0.06,0.16
39737,0.28,0.52
39738,0.69,0.71
39739,0.43,0.49
39740,0.40,0.55
39741,0.15,0.11
39742,0.76,0.84
39743,0.13,0.66
39744,0.28,0.71
39745,0.23,0.30
39746,0.05,0.09
39747,0.56,0.81
39748,0.06,0.05
39749,0.12,0.19
39750,0.20,0.61
39751,0.08,0.07
39752,0.28,0.32
39753,0.31,0.86
39754,0.03,0.08
39755,0.62,0.92
39756,0.09,0.71
39757,0.08,0.22
39758,0.36,0.44
39759,0.08,0.32
39760,0.07,0.56
39761,0.28,0.42
39762,0.08,0.34
39763,0.07,0.06
39764,0.12,0.27
39765,0.10,0.84
39766,0.26,0.43
39767,0.07,0.14
39768,0.23,0.86
39769,0.14,0.14
39770,0.24,0.71
39771,0.15,0.74
39772,0.07,0.28
39773,0.17,0.42
39774,0.24,0.86
39775,0.07,0.81
39776,0.39,0.48
39777,0.07,0.66
39778,0.10,0.29
39779,0.04,0.16
39780,0.09,0.17
39781,0.15,0.25
39782,0.16,0.21
39783,0.15,0.40
39784,0.07,0.42
39785,0.07,0.20
39786,0.25,0.39
39787,0.49,0.55
39788,0.49,0.63
39789,0.62,0.66
39790,0.07,0.18
39791,0.37,0.50
39792,0.26,0.26
39793,0.09,0.13
39794,0.52,0.70
39795,0.18,0.16
39796,0.07,0.20
39797,0.08,0.15
39798,0.17,0.53
39799,0.17,0.64
39800,0.24,0.32
39801,0.14,0.40
39802,0.08,0.79
39803,0.50,0.60
39804,0.14,0.09
39805,0.09,0.25
39806,0.10,0.15
39807,0.08,0.32
39808,0.11,0.13
39809,0.25,0.34
39810,0.57,0.79
39811,0.39,0.45
39812,0.08,0.09
39813,0.73,0.72
39814,0.76,0.87
39815,0.13,0.41
39816,0.18,0.21
39817,0.33,0.67
39818,0.20,0.09
39819,0.06,0.14
39820,0.22,0.79
39821,0.46,0.87
39822,0.07,0.10
39823,0.28,0.52
39824,0.43,0.41
39825,0.10,0.12
39826,0.56,0.72
39827,0.37,0.47
39828,0.27,0.51
39829,0.12,0.07
39830,0.09,0.13
39831,0.25,0.10
39832,0.04,0.04
39833,0.36,0.50
39834,0.54,0.71
39835,0.05,0.16
39836,0.13,0.67
39837,0.18,0.35
39838,0.16,0.78
39839,0.33,0.78
39840,0.11,0.45
39841,0.37,0.62
39842,0.27,0.34
39843,0.11,0.25
39844,0.09,0.15
39845,0.18,0.68
39846,0.30,0.65
39847,0.23,0.63
39848,0.11,0.18
39849,0.11,0.30
39850,0.76,0.88
39851,0.15,0.51
39852,0.18,0.16
39853,0.17,0.25
39854,0.28,0.47
39855,0.14,0.11
39856,0.07,0.09
39857,0.19,0.62
39858,0.07,0.64
39859,0.45,0.54
39860,0.71,0.66
39861,0.14,0.74
39862,0.12,0.56
39863,0.07,0.22
39864,0.59,0.51
39865,0.39,0.68
39866,0.07,0.11
39867,0.13,0.24
39868,0.76,0.74
39869,0.10,0.74
39870,0.13,0.20
39871,0.03,0.32
39872,0.05,0.16
39873,0.23,0.56
39874,0.16,0.82
39875,0.25,0.27
39876,0.04,0.32
39877,0.04,0.07
39878,0.07,0.07
39879,0.59,0.52
39880,0.49,0.64
39881,0.16,0.13
39882,0.32,0.15
39883,0.53,0.76
39884,0.25,0.28
39885,0.07,0.17
39886,0.16,0.62
39887,0.05,0.19
39888,0.07,0.12
39889,0.18,0.55
39890,0.09,0.39
39891,0.41,0.83
39892,0.20,0.27
39893,0.18,0.74
39894,0.30,0.34
39895,0.20,0.26
39896,0.18,0.60
39897,0.18,0.39
39898,0.05,0.10
39899,0.14,0.13
39900,0.24,0.42
39901,0.14,0.20
39902,0.38,0.70
39903,0.52,0.78
39904,0.09,0.12
39905,0.18,0.50
39906,0.32,0.23
39907,0.20,0.78
39908,0.34,0.57
39909,0.18,0.93
39910,0.13,0.16
39911,0.32,0.10
39912,0.37,0.65
39913,0.02,0.03
39914,0.83,0.82
39915,0.17,0.26
39916,0.30,0.53
39917,0.30,0.31
39918,0.24,0.14
39919,0.14,0.48
39920,0.34,0.64
39921,0.25,0.18
39922,0.50,0.84
39923,0.26,0.54
39924,0.14,0.16
39925,0.17,0.77
39926,0.48,0.39
39927,0.07,0.23
39928,0.30,0.26
39929,0.07,0.13
39930,0.23,0.20
39931,0.18,0.38
39932,0.30,0.76
39933,0.34,0.32
39934,0.06,0.21
39935,0.07,0.39
39936,0.17,0.27
39937,0.28,0.27
39938,0.13,0.10
39939,0.44,0.88
39940,0.42,0.55
39941,0.66,0.76
39942,0.20,0.39
39943,0.99,0.92
39944,0.49,0.89
39945,0.35,0.71
39946,0.27,0.28
39947,0.18,0.55
39948,0.17,0.27
39949,0.16,0.30
39950,0.10,0.30
39951,0.11,0.17
39952,0.26,0.37
39953,0.53,0.59
39954,0.12,0.34
39955,0.10,0.84
39956,0.28,0.23
39957,0.04,0.24
39958,0.74,0.81
39959,0.36,0.39
39960,0.39,0.35
39961,0.47,0.78
39962,0.08,0.36
39963,0.29,0.23
39964,0.24,0.70
39965,0.63,0.81
39966,0.56,0.48
39967,0.77,0.85
39968,0.12,0.22
39969,0.10,0.79
39970,0.75,0.79
39971,0.41,0.36
39972,0.20,0.25
39973,0.03,0.08
39974,0.12,0.79
39975,0.82,0.96
39976,0.15,0.51
39977,0.09,0.32
39978,0.15,0.13
39979,0.64,0.33
39980,0.18,0.20
39981,0.32,0.49
39982,0.05,0.36
39983,0.23,0.74
39984,0.17,0.31
39985,0.11,0.21
39986,0.10,0.44
39987,0.10,0.33
39988,0.79,0.76
39989,0.08,0.13
39990,0.67,0.90
39991,0.63,0.85
39992,0.31,0.61
39993,0.18,0.27
39994,0.65,0.64
39995,0.05,0.11
39996,0.58,0.74
39997,0.14,0.63
39998,0.07,0.69
39999,0.17,0.50
40000,0.06,0.38
40001,0.13,0.64
40002,0.44,0.45
40003,0.18,0.27
40004,0.05,0.13
40005,0.05,0.12
40006,0.38,0.59
40007,0.50,0.84
40008,0.22,0.46
40009,0.44,0.53
40010,0.44,0.73
40011,0.32,0.51
40012,0.61,0.68
40013,0.31,0.61
40014,0.11,0.11
40015,0.40,0.46
40016,0.21,0.60
40017,0.22,0.35
40018,0.12,0.10
40019,0.12,0.14
40020,0.79,0.87
40021,0.31,0.48
40022,0.41,0.44
40023,0.41,0.56
40024,0.83,0.81
40025,0.24,0.25
40026,0.16,0.09
40027,0.53,0.77
40028,0.85,0.88
40029,0.08,0.23
40030,0.06,0.20
40031,0.09,0.09
40032,0.09,0.62
40033,0.60,0.59
40034,0.22,0.22
40035,0.24,0.73
40036,0.31,0.40
40037,0.58,0.96
40038,0.16,0.87
40039,0.44,0.70
40040,0.24,0.78
40041,0.32,0.73
40042,0.18,0.87
40043,0.39,0.62
40044,0.66,0.76
40045,0.22,0.15
40046,0.09,0.27
40047,0.32,0.64
40048,0.22,0.30
40049,0.52,0.69
40050,0.83,0.90
40051,0.31,0.70
40052,0.04,0.06
40053,0.06,0.12
40054,0.20,0.73
40055,0.27,0.47
40056,0.71,0.80
40057,0.80,0.93
40058,0.26,0.27
40059,0.20,0.51
40060,0.06,0.87
40061,0.16,0.93
40062,0.06,0.07
40063,0.59,0.70
40064,0.28,0.89
40065,0.71,0.79
40066,0.33,0.27
40067,0.07,0.20
40068,0.13,0.21
40069,0.59,0.49
40070,0.17,0.52
40071,0.66,0.95
40072,0.11,0.40
40073,0.10,0.56
40074,0.30,0.28
40075,0.29,0.22
40076,0.32,0.40
40077,0.30,0.88
40078,0.15,0.36
40079,0.48,0.75
40080,0.51,0.22
40081,0.23,0.50
40082,0.05,0.18
40083,0.16,0.32
40084,0.13,0.47
40085,0.46,0.45
40086,0.10,0.47
40087,0.38,0.40
40088,0.39,0.74
40089,0.69,0.79
40090,0.30,0.77
40091,0.37,0.80
40092,0.09,0.15
40093,0.10,0.14
40094,0.43,0.66
40095,0.42,0.50
40096,0.16,0.75
40097,0.21,0.62
40098,0.68,0.85
40099,0.50,0.83
40100,0.05,0.12
40101,0.15,0.12
40102,0.35,0.48
40103,0.37,0.84
40104,0.66,0.92
40105,0.27,0.60
40106,0.23,0.48
40107,0.45,0.45
40108,0.42,0.46
40109,0.17,0.63
40110,0.17,0.35
40111,0.23,0.12
40112,0.19,0.17
40113,0.15,0.38
40114,0.13,0.72
40115,0.28,0.76
40116,0.11,0.52
40117,0.03,0.08
40118,0.12,0.29
40119,0.12,0.13
40120,0.09,0.17
40121,0.79,0.86
40122,0.45,0.79
40123,0.68,0.82
40124,0.12,0.29
40125,0.23,0.59
40126,0.04,0.27
40127,0.13,0.51
40128,0.06,0.11
40129,0.62,0.76
40130,0.24,0.53
40131,0.56,0.82
40132,0.03,0.11
40133,0.07,0.15
40134,0.71,0.85
40135,0.20,0.87
40136,0.20,0.43
40137,0.10,0.88
40138,0.07,0.56
40139,0.18,0.49
40140,0.26,0.42
40141,0.13,0.26
40142,0.46,0.76
40143,0.26,0.89
40144,0.06,0.10
40145,0.05,0.16
40146,0.06,0.05
40147,0.35,0.86
40148,0.41,0.83
40149,0.85,0.81
40150,0.32,0.59
40151,0.62,0.81
40152,0.48,0.26
40153,0.37,0.26
40154,0.15,0.29
40155,0.20,0.28
40156,0.55,0.78
40157,0.53,0.69
40158,0.68,0.83
40159,0.61,0.77
40160,0.53,0.66
40161,0.08,0.24
40162,0.38,0.71
40163,0.62,0.77
40164,0.25,0.38
40165,0.17,0.27
40166,0.23,0.31
40167,0.41,0.94
40168,0.21,0.16
40169,0.35,0.72
40170,0.48,0.61
40171,0.20,0.35
40172,0.77,0.94
40173,0.15,0.21
40174,0.16,0.46
40175,0.13,0.75
40176,0.44,0.90
40177,0.39,0.57
40178,0.11,0.59
40179,0.13,0.35
40180,0.10,0.63
40181,0.08,0.12
40182,0.68,0.91
40183,0.58,0.87
40184,0.04,0.08
40185,0.09,0.26
40186,0.06,0.32
40187,0.08,0.05
40188,0.68,0.91
40189,0.22,0.73
40190,0.18,0.63
40191,0.12,0.18
40192,0.53,0.72
40193,0.40,0.64
40194,0.22,0.41
40195,0.14,0.78
40196,0.70,0.92
40197,0.14,0.17
40198,0.30,0.39
40199,0.08,0.93
40200,0.12,0.28
40201,0.66,0.81
40202,0.58,0.68
40203,0.33,0.92
40204,0.28,0.38
40205,0.07,0.20
40206,0.60,0.76
40207,0.09,0.82
40208,0.68,0.92
40209,0.17,0.28
40210,0.02,0.08
40211,0.30,0.56
40212,0.47,0.55
40213,0.24,0.68
40214,0.10,0.19
40215,0.15,0.38
40216,0.73,0.70
40217,0.27,0.37
40218,0.32,0.66
40219,0.37,0.64
40220,0.24,0.28
40221,0.10,0.24
40222,0.13,0.21
40223,0.24,0.35
40224,0.13,0.17
40225,0.31,0.28
40226,0.10,0.09
40227,0.07,0.48
40228,0.25,0.26
40229,0.49,0.35
40230,0.30,0.35
40231,0.24,0.86
40232,0.17,0.95
40233,0.32,0.52
40234,0.16,0.10
40235,0.49,0.91
40236,0.73,0.74
40237,0.14,0.15
40238,0.16,0.22
40239,0.65,0.22
40240,0.56,0.52
40241,0.50,0.80
40242,0.29,0.57
40243,0.09,0.74
40244,0.34,0.51
40245,0.03,0.05
40246,0.32,0.48
40247,0.21,0.48
40248,0.10,0.43
40249,0.14,0.63
40250,0.74,0.90
40251,0.04,0.12
40252,0.67,0.86
40253,0.31,0.54
40254,0.33,0.61
40255,0.06,0.07
40256,0.40,0.46
40257,0.35,0.35
40258,0.08,0.39
40259,0.04,0.06
40260,0.47,0.71
40261,0.14,0.44
40262,0.21,0.62
40263,0.85,0.91
40264,0.06,0.09
40265,0.11,0.35
40266,0.41,0.28
40267,0.15,0.77
40268,0.06,0.13
40269,0.90,0.87
40270,0.16,0.31
40271,0.04,0.29
40272,0.74,0.77
40273,0.33,0.50
40274,0.59,0.77
40275,0.23,0.45
40276,0.16,0.86
40277,0.18,0.53
40278,0.44,0.49
40279,0.74,0.89
40280,0.68,0.70
40281,0.16,0.19
40282,0.31,0.29
40283,0.45,0.34
40284,0.05,0.12
40285,0.09,0.18
40286,0.12,0.30
40287,0.65,0.59
40288,0.20,0.28
40289,0.24,0.75
40290,0.07,0.94
40291,0.27,0.77
40292,0.24,0.41
40293,0.17,0.58
40294,0.06,0.15
40295,0.03,0.11
40296,0.11,0.05
40297,0.04,0.12
40298,0.33,0.19
40299,0.06,0.15
40300,0.60,0.60
40301,0.52,0.44
40302,0.80,0.83
40303,0.07,0.09
40304,0.05,0.21
40305,0.20,0.36
40306,0.11,0.41
40307,0.55,0.88
40308,0.44,0.72
40309,0.28,0.57
40310,0.10,0.10
40311,0.11,0.23
40312,0.06,0.16
40313,0.23,0.22
40314,0.14,0.88
40315,0.08,0.14
40316,0.10,0.68
40317,0.08,0.16
40318,0.06,0.32
40319,0.49,0.81
40320,0.11,0.14
40321,0.22,0.26
40322,0.26,0.33
40323,0.08,0.16
40324,0.52,0.25
40325,0.07,0.31
40326,0.08,0.10
40327,0.01,0.02
40328,0.14,0.31
40329,0.04,0.07
40330,0.46,0.68
40331,0.11,0.69
40332,0.09,0.11
40333,0.41,0.32
40334,0.54,0.77
40335,0.48,0.69
40336,0.11,0.30
40337,0.33,0.86
40338,0.13,0.40
40339,0.19,0.33
40340,0.66,0.89
40341,0.45,0.61
40342,0.03,0.10
40343,0.05,0.71
40344,0.35,0.57
40345,0.19,0.14
40346,0.93,0.85
40347,0.65,0.57
40348,0.13,0.39
40349,0.64,0.88
40350,0.16,0.24
40351,0.37,0.79
40352,0.47,0.88
40353,0.23,0.45
40354,0.28,0.47
40355,0.09,0.13
40356,0.24,0.30
40357,0.13,0.83
40358,0.59,0.49
40359,0.11,0.57
40360,0.15,0.11
40361,0.27,0.67
40362,0.06,0.13
40363,0.08,0.10
40364,0.14,0.89
40365,0.35,0.43
40366,0.19,0.33
40367,0.06,0.51
40368,0.28,0.55
40369,0.25,0.34
40370,0.35,0.53
40371,0.11,0.25
40372,0.10,0.09
40373,0.04,0.06
40374,0.28,0.91
40375,0.14,0.75
40376,0.06,0.62
40377,0.68,0.83
40378,0.14,0.42
40379,0.31,0.25
40380,0.26,0.19
40381,0.12,0.79
40382,0.10,0.22
40383,0.12,0.37
40384,0.18,0.73
40385,0.16,0.15
40386,0.23,0.63
40387,0.32,0.39
40388,0.46,0.39
40389,0.75,0.92
40390,0.17,0.45
40391,0.46,0.79
40392,0.09,0.61
40393,0.51,0.78
40394,0.07,0.28
40395,0.11,0.67
40396,0.45,0.75
40397,0.06,0.20
40398,0.75,0.82
40399,0.22,0.79
40400,0.10,0.31
40401,0.09,0.29
40402,0.07,0.06
40403,0.10,0.26
40404,0.04,0.26
40405,0.17,0.89
40406,0.66,0.91
40407,0.49,0.51
40408,0.06,0.27
40409,0.39,0.39
40410,0.06,0.48
40411,0.19,0.27
40412,0.13,0.75
40413,0.25,0.56
40414,0.27,0.79
40415,0.05,0.06
40416,0.15,0.49
40417,0.07,0.06
40418,0.10,0.28
40419,0.20,0.13
40420,0.10,0.83
40421,0.11,0.36
40422,0.75,0.69
40423,0.66,0.55
40424,0.22,0.24
40425,0.22,0.35
40426,0.45,0.51
40427,0.12,0.23
40428,0.34,0.48
40429,0.94,0.81
40430,0.61,0.86
40431,0.06,0.06
40432,0.10,0.23
40433,0.11,0.10
40434,0.07,0.15
40435,0.14,0.64
40436,0.11,0.14
40437,0.18,0.78
40438,0.59,0.77
40439,0.14,0.50
40440,0.10,0.20
40441,0.52,0.23
40442,0.09,0.20
40443,0.09,0.48
40444,0.45,0.20
40445,0.38,0.54
40446,0.18,0.42
40447,0.80,0.57
40448,0.24,0.56
40449,0.22,0.59
40450,0.42,0.45
40451,0.67,0.80
40452,0.07,0.17
40453,0.73,0.82
40454,0.11,0.06
40455,0.68,0.81
40456,0.30,0.39
40457,0.10,0.77
40458,0.09,0.28
40459,0.92,0.91
40460,0.25,0.83
40461,0.26,0.39
40462,0.39,0.85
40463,0.48,0.74
40464,0.37,0.52
40465,0.07,0.31
40466,0.12,0.55
40467,0.07,0.16
40468,0.24,0.71
40469,0.10,0.71
40470,0.15,0.50
40471,0.16,0.27
40472,0.02,0.12
40473,0.14,0.65
40474,0.28,0.31
40475,0.20,0.49
40476,0.16,0.15
40477,0.41,0.51
40478,0.44,0.18
40479,0.12,0.27
40480,0.68,0.47
40481,0.09,0.42
40482,0.57,0.57
40483,0.08,0.12
40484,0.82,0.95
40485,0.26,0.54
40486,0.12,0.09
40487,0.16,0.35
40488,0.58,0.74
40489,0.75,0.45
40490,0.33,0.43
40491,0.14,0.61
40492,0.43,0.72
40493,0.10,0.56
40494,0.04,0.06
40495,0.29,0.52
40496,0.54,0.69
40497,0.11,0.59
40498,0.20,0.51
40499,0.43,0.38
40500,0.15,0.20
40501,0.13,0.54
40502,0.11,0.13
40503,0.05,0.70
40504,0.04,0.02
40505,0.59,0.62
40506,0.17,0.69
40507,0.34,0.76
40508,0.54,0.57
40509,0.10,0.17
40510,0.32,0.84
40511,0.55,0.74
40512,0.73,0.68
40513,0.18,0.31
40514,0.14,0.93
40515,0.29,0.87
40516,0.41,0.75
40517,0.05,0.17
40518,0.04,0.02
40519,0.46,0.49
40520,0.96,0.95
40521,0.72,0.80
40522,0.10,0.80
40523,0.07,0.50
40524,0.33,0.48
40525,0.58,0.79
40526,0.27,0.43
40527,0.72,0.88
40528,0.19,0.10
40529,0.17,0.21
40530,0.37,0.40
40531,0.08,0.39
40532,0.11,0.33
40533,0.61,0.89
40534,0.11,0.25
40535,0.19,0.33
40536,0.20,0.10
40537,0.06,0.43
40538,0.10,0.87
40539,0.10,0.65
40540,0.42,0.72
40541,0.06,0.93
40542,0.09,0.10
40543,0.18,0.21
40544,0.08,0.23
40545,0.20,0.73
40546,0.12,0.27
40547,0.28,0.59
40548,0.15,0.26
40549,0.09,0.79
40550,0.05,0.11
40551,0.10,0.32
40552,0.18,0.53
40553,0.14,0.29
40554,0.67,0.68
40555,0.04,0.41
40556,0.13,0.22
40557,0.20,0.71
40558,0.64,0.50
40559,0.36,0.83
40560,0.15,0.77
40561,0.12,0.58
40562,0.21,0.18
40563,0.09,0.30
40564,0.71,0.35
40565,0.55,0.40
40566,0.09,0.25
40567,0.50,0.65
40568,0.05,0.11
40569,0.14,0.90
40570,0.59,0.60
40571,0.10,0.71
40572,0.14,0.67
40573,0.17,0.35
40574,0.08,0.75
40575,0.71,0.60
40576,0.02,0.04
40577,0.20,0.26
40578,0.23,0.16
40579,0.07,0.33
40580,0.06,0.32
40581,0.16,0.23
40582,0.84,0.91
40583,0.03,0.09
40584,0.21,0.58
40585,0.08,0.10
40586,0.05,0.08
40587,0.36,0.46
40588,0.16,0.77
40589,0.17,0.54
40590,0.40,0.75
40591,0.19,0.86
40592,0.28,0.60
40593,0.06,0.42
40594,0.09,0.07
40595,0.21,0.72
40596,0.24,0.60
40597,0.25,0.96
40598,0.11,0.35
40599,0.06,0.14
40600,0.07,0.27
40601,0.29,0.45
40602,0.09,0.09
40603,0.19,0.39
40604,0.33,0.22
40605,0.66,0.70
40606,0.41,0.56
40607,0.27,0.78
40608,0.09,0.17
40609,0.27,0.38
40610,0.27,0.44
40611,0.10,0.27
40612,0.24,0.65
40613,0.45,0.48
40614,0.10,0.13
40615,0.04,0.11
40616,0.15,0.23
40617,0.11,0.71
40618,0.11,0.15
40619,0.24,0.81
40620,0.38,0.51
40621,0.24,0.32
40622,0.08,0.10
40623,0.26,0.73
40624,0.64,0.89
40625,0.12,0.82
40626,0.05,0.11
40627,0.20,0.44
40628,0.05,0.06
40629,0.24,0.47
40630,0.07,0.08
40631,0.23,0.20
40632,0.63,0.42
40633,0.19,0.39
40634,0.13,0.50
40635,0.15,0.81
40636,0.12,0.50
40637,0.76,0.89
40638,0.04,0.79
40639,0.13,0.41
40640,0.12,0.86
40641,0.06,0.14
40642,0.26,0.38
40643,0.13,0.32
40644,0.27,0.51
40645,0.16,0.30
40646,0.70,0.81
40647,0.69,0.79
40648,0.29,0.68
40649,0.17,0.68
40650,0.84,0.94
40651,0.21,0.58
40652,0.36,0.53
40653,0.14,0.37
40654,0.17,0.21
40655,0.30,0.35
40656,0.05,0.16
40657,0.40,0.64
40658,0.27,0.46
40659,0.21,0.35
40660,0.67,0.63
40661,0.06,0.23
40662,0.81,0.87
40663,0.41,0.50
40664,0.27,0.42
40665,0.14,0.19
40666,0.61,0.31
40667,0.21,0.43
40668,0.13,0.18
40669,0.05,0.23
40670,0.02,0.26
40671,0.49,0.63
40672,0.61,0.84
40673,0.48,0.66
40674,0.06,0.28
40675,0.41,0.78
40676,0.13,0.12
40677,0.10,0.62
40678,0.42,0.15
40679,0.12,0.15
40680,0.06,0.43
40681,0.20,0.76
40682,0.41,0.81
40683,0.13,0.39
40684,0.42,0.27
40685,0.16,0.79
40686,0.15,0.94
40687,0.68,0.50
40688,0.21,0.30
40689,0.87,0.91
40690,0.15,0.33
40691,0.13,0.07
40692,0.48,0.49
40693,0.05,0.75
40694,0.05,0.90
40695,0.26,0.43
40696,0.05,0.07
40697,0.39,0.30
40698,0.24,0.73
40699,0.76,0.85
40700,0.40,0.50
40701,0.69,0.83
40702,0.65,0.43
40703,0.36,0.54
40704,0.59,0.87
40705,0.20,0.26
40706,0.07,0.16
40707,0.66,0.90
40708,0.63,0.89
40709,0.23,0.48
40710,0.49,0.35
40711,0.25,0.77
40712,0.09,0.36
40713,0.29,0.70
40714,0.12,0.09
40715,0.76,0.72
40716,0.14,0.36
40717,0.05,0.13
40718,0.16,0.52
40719,0.30,0.11
40720,0.10,0.55
40721,0.22,0.83
40722,0.09,0.37
40723,0.06,0.05
40724,0.17,0.22
40725,0.19,0.23
40726,0.16,0.20
40727,0.15,0.07
40728,0.04,0.18
40729,0.06,0.27
40730,0.14,0.42
40731,0.44,0.44
40732,0.09,0.16
40733,0.09,0.96
40734,0.07,0.14
40735,0.77,0.61
40736,0.23,0.36
40737,0.07,0.14
40738,0.29,0.83
40739,0.04,0.04
40740,0.11,0.35
40741,0.10,0.11
40742,0.14,0.17
40743,0.50,0.77
40744,0.21,0.68
40745,0.08,0.82
40746,0.03,0.07
40747,0.15,0.28
40748,0.23,0.51
40749,0.20,0.27
40750,0.25,0.25
40751,0.13,0.78
40752,0.16,0.19
40753,0.43,0.65
40754,0.06,0.31
40755,0.16,0.86
40756,0.19,0.24
40757,0.23,0.54
40758,0.45,0.76
40759,0.07,0.34
40760,0.12,0.64
40761,0.72,0.83
40762,0.17,0.59
40763,0.05,0.09
40764,0.11,0.06
40765,0.30,0.44
40766,0.91,0.83
40767,0.24,0.05
40768,0.27,0.30
40769,0.09,0.12
40770,0.02,0.06
40771,0.14,0.36
40772,0.63,0.73
40773,0.14,0.44
40774,0.50,0.74
40775,0.02,0.01
40776,0.39,0.33
40777,0.34,0.52
40778,0.11,0.13
40779,0.26,0.60
40780,0.12,0.95
40781,0.65,0.83
40782,0.39,0.49
40783,0.15,0.31
40784,0.09,0.09
40785,0.12,0.52
40786,0.12,0.34
40787,0.16,0.39
40788,0.06,0.07
40789,0.37,0.25
40790,0.34,0.83
40791,0.03,0.14
40792,0.81,0.71
40793,0.24,0.14
40794,0.42,0.30
40795,0.28,0.55
40796,0.17,0.27
40797,0.21,0.53
40798,0.47,0.74
40799,0.68,0.83
40800,0.04,0.08
40801,0.18,0.30
40802,0.05,0.12
40803,0.50,0.49
40804,0.93,0.92
40805,0.33,0.60
40806,0.17,0.61
40807,0.28,0.26
40808,0.24,0.29
40809,0.12,0.10
40810,0.09,0.21
40811,0.43,0.81
40812,0.19,0.18
40813,0.06,0.21
40814,0.18,0.18
40815,0.10,0.29
40816,0.07,0.25
40817,0.10,0.09
40818,0.07,0.13
40819,0.10,0.90
40820,0.36,0.29
40821,0.16,0.44
40822,0.23,0.40
40823,0.63,0.76
40824,0.11,0.40
40825,0.24,0.67
40826,0.32,0.67
40827,0.12,0.86
40828,0.13,0.35
40829,0.31,0.80
40830,0.15,0.48
40831,0.13,0.55
40832,0.90,0.81
40833,0.96,0.90
40834,0.11,0.13
40835,0.11,0.45
40836,0.09,0.75
40837,0.15,0.15
40838,0.36,0.72
40839,0.46,0.68
40840,0.38,0.80
40841,0.40,0.66
40842,0.48,0.40
40843,0.18,0.65
40844,0.35,0.59
40845,0.13,0.10
40846,0.40,0.74
40847,0.60,0.76
40848,0.37,0.62
40849,0.30,0.91
40850,0.33,0.69
40851,0.22,0.29
40852,0.06,0.10
40853,0.92,0.78
40854,0.42,0.53
40855,0.33,0.80
40856,0.08,0.79
